Player,Actual,Scrim yds,TOT TD,Fmbl,Rec,Tgt,Att,Age,Rush yds,Rec yds,Yds/rec,Rec TD,Rec 1D,Catch %,Rushing TD,Rush 1D,Rush long,Rec long,Yards/att,Touch,Yards/touch,Scrim yds,TOT TD,Fmbl,Rec,Tgt,Att,Age,Rush yds,Rec yds,Yds/rec,Rec TD,Rec 1D,Catch %,Rushing TD,Rush 1D,Rush long,Rec long,Yards/att,Touch,Yards/touch
Cameron Brate,53.8,3.4,0,0,0.2,0.2,0,23,0,3.4,17,0,0.2,100,0,0,0,17,0,0.2,17,3.4,0,0,0.2,0.2,0,23,0,3.4,17,0,0.2,100,0,0,0,17,0,0.2,17
Isaiah McKenzie,39.5,3,0,0.545454545,0.363636364,1.181818182,0.090909091,22,0.363636364,2.636363636,7.3,0,0.181818182,30.8,0,0,4,14,4,0.454545455,6.6,3,0,0.545454545,0.363636364,1.181818182,0.090909091,22,0.363636364,2.636363636,7.3,0,0.181818182,30.8,0,0,4,14,4,0.454545455,6.6
Cody Latimer,28,9.911111111,0.066666667,0.022222222,0.777777778,1.355555556,0.044444444,23.5,0.022222222,9.888888889,11.475,0.066666667,0.577777778,54.775,0,0,1.25,19.25,0.125,0.822222222,10.9,26.09090909,0.181818182,0.090909091,1.727272727,2.818181818,0,25,0,26.09090909,15.1,0.181818182,1.363636364,61.3,0,0,0,32,0,1.727272727,15.1
Cody Latimer,46.2,4.676470588,0.029411765,0,0.470588235,0.882352941,0.058823529,23,0.029411765,4.647058824,10.26666667,0.029411765,0.323529412,52.6,0,0,1.666666667,15,0.166666667,0.529411765,9.5,6.333333333,0,0,0.666666667,1.25,0,24,0,6.333333333,9.5,0,0.5,53.3,0,0,0,16,0,0.666666667,9.5
Cody Latimer,10.6,3.772727273,0.045454545,0,0.363636364,0.681818182,0.090909091,22.5,0.045454545,3.727272727,10.65,0.045454545,0.227272727,52.25,0,0,2.5,14.5,0.25,0.454545455,9.5,4.285714286,0.071428571,0,0.428571429,0.785714286,0.142857143,23,0.071428571,4.214285714,9.8,0.071428571,0.285714286,54.5,0,0,5,15,0.5,0.571428571,7.5
Cody Latimer,14,2.875,0,0,0.25,0.5,0,22,0,2.875,11.5,0,0.125,50,0,0,0,14,0,0.25,11.5,2.875,0,0,0.25,0.5,0,22,0,2.875,11.5,0,0.125,50,0,0,0,14,0,0.25,11.5
Geronimo Allison,45.8,18.2,0.08,0.08,1.4,2.44,0,22.5,0,18.2,13.9,0.08,0.84,56.75,0,0,0,55.5,0,1.4,13.9,16.86666667,0,0.133333333,1.533333333,2.6,0,23,0,16.86666667,11,0,0.666666667,59,0,0,0,72,0,1.533333333,11
Geronimo Allison,26.3,20.2,0.2,0,1.2,2.2,0,22,0,20.2,16.8,0.2,1.1,54.5,0,0,0,39,0,1.2,16.8,20.2,0.2,0,1.2,2.2,0,22,0,20.2,16.8,0.2,1.1,54.5,0,0,0,39,0,1.2,16.8
Jonathan Williams,0.6,8.545454545,0.090909091,0.181818182,0.090909091,0.181818182,2.454545455,22,8.545454545,0,0,0,0,50,0.090909091,0.545454545,20,0,3.5,2.545454545,3.4,8.545454545,0.090909091,0.181818182,0.090909091,0.181818182,2.454545455,22,8.545454545,0,0,0,0,50,0.090909091,0.545454545,20,0,3.5,2.545454545,3.4
Jarius Wright,61.1,27.21518987,0.126582278,0.012658228,1.936708861,2.911392405,0.101265823,25.5,1.405063291,25.81012658,12.48333333,0.126582278,1.291139241,67.98333333,0,0.063291139,10.66666667,47.83333333,8.116666667,2.037974684,12.45,12.375,0.125,0,1.125,1.5625,0,28,0,12.375,11,0.125,0.8125,72,0,0,0,30,0,1.125,11
Jarius Wright,38.3,30.98412698,0.126984127,0.015873016,2.142857143,3.253968254,0.126984127,25,1.761904762,29.22222222,12.78,0.126984127,1.412698413,67.18,0,0.079365079,12.8,51.4,9.74,2.26984127,12.74,8.375,0.125,0,1.375,1.75,0,27,0,8.375,6.1,0.125,0.625,78.6,0,0,0,11,0,1.375,6.1
Jarius Wright,15.2,34.27272727,0.127272727,0.018181818,2.254545455,3.472727273,0.145454545,24.5,2.018181818,32.25454545,14.45,0.127272727,1.527272727,64.325,0,0.090909091,16,61.5,12.175,2.4,14.4,29.4375,0,0.0625,2.125,3.125,0.0625,26,1.8125,27.625,13,0,1.5625,68,0,0.0625,29,52,29,2.1875,13.5
Jarius Wright,58.1,36.25641026,0.179487179,0,2.307692308,3.615384615,0.179487179,24,2.102564103,34.15384615,14.93333333,0.179487179,1.512820513,63.1,0,0.102564103,11.66666667,64.66666667,6.566666667,2.487179487,14.7,41.1875,0.125,0,2.625,3.875,0.3125,25,4.4375,36.75,14,0.125,1.5625,67.7,0,0.1875,27,87,14.2,2.9375,14
Jarius Wright,91.9,32.82608696,0.217391304,0,2.086956522,3.434782609,0.086956522,23.5,0.47826087,32.34782609,15.4,0.217391304,1.47826087,60.8,0,0.043478261,4,53.5,2.75,2.173913043,15.05,27.125,0.1875,0,1.625,2.6875,0,24,0,27.125,16.7,0.1875,1.25,60.5,0,0,0,42,0,1.625,16.7
Jarius Wright,71.4,45.85714286,0.285714286,0,3.142857143,5.142857143,0.285714286,23,1.571428571,44.28571429,14.1,0.285714286,2,61.1,0,0.142857143,8,65,5.5,3.428571429,13.4,45.85714286,0.285714286,0,3.142857143,5.142857143,0.285714286,23,1.571428571,44.28571429,14.1,0.285714286,2,61.1,0,0.142857143,8,65,5.5,3.428571429,13.4
Marcus Johnson,18.5,4.5,0,0.1,0.5,0.8,0,23,0,4.5,9,0,0.3,62.5,0,0,0,16,0,0.5,9,4.5,0,0.1,0.5,0.8,0,23,0,4.5,9,0,0.3,62.5,0,0,0,16,0,0.5,9
Vance McDonald,97.5,18.17241379,0.137931034,0.051724138,1.344827586,2.448275862,0,25,0,18.17241379,14.1,0.137931034,0.74137931,48.78,0,0,0,37,0,1.344827586,14.1,18.8,0.1,0,1.4,2.4,0,27,0,18.8,13.4,0.1,0.9,58.3,0,0,0,28,0,1.4,13.4
Vance McDonald,29.3,18.04166667,0.145833333,0.0625,1.333333333,2.458333333,0,24.5,0,18.04166667,14.275,0.145833333,0.708333333,46.4,0,0,0,39.25,0,1.333333333,14.275,35.54545455,0.363636364,0,2.181818182,4.090909091,0,26,0,35.54545455,16.3,0.363636364,1.181818182,53.3,0,0,0,75,0,2.181818182,16.3
Vance McDonald,69.6,12.83783784,0.081081081,0.081081081,1.081081081,1.972972973,0,24,0,12.83783784,13.6,0.081081081,0.567567568,44.1,0,0,0,27.33333333,0,1.081081081,13.6,23.28571429,0.214285714,0.142857143,2.142857143,3.285714286,0,25,0,23.28571429,10.9,0.214285714,1.142857143,65.2,0,0,0,36,0,2.142857143,10.9
Vance McDonald,54.6,6.47826087,0,0.043478261,0.434782609,1.173913043,0,23.5,0,6.47826087,14.95,0,0.217391304,33.55,0,0,0,23,0,0.434782609,14.95,3.75,0,0.125,0.25,1,0,24,0,3.75,15,0,0,25,0,0,0,21,0,0.25,15
Vance McDonald,1,7.933333333,0,0,0.533333333,1.266666667,0,23,0,7.933333333,14.9,0,0.333333333,42.1,0,0,0,25,0,0.533333333,14.9,7.933333333,0,0,0.533333333,1.266666667,0,23,0,7.933333333,14.9,0,0.333333333,42.1,0,0,0,25,0,0.533333333,14.9
Malcolm Brown,20,15,0,0,1,1,4,22,17,-2,-2,0,1,100,0,1,13,-2,4.3,5,3,15,0,0,1,1,4,22,17,-2,-2,0,1,100,0,1,13,-2,4.3,5,3
Seth Roberts,74.4,28.34042553,0.234042553,0.042553191,2.404255319,4.191489362,0,24.5,0,28.34042553,9,0.234042553,1.404255319,43.45,0,0,0,28.25,0,2.404255319,9,30.33333333,0.066666667,0.133333333,2.866666667,4.333333333,0,26,0,30.33333333,10.6,0.066666667,1.533333333,66.2,0,0,0,29,0,2.866666667,10.6
Seth Roberts,59,27.40625,0.3125,0,2.1875,4.125,0,24,0,27.40625,8.466666667,0.3125,1.34375,35.86666667,0,0,0,28,0,2.1875,8.466666667,24.8125,0.3125,0,2.375,4.8125,0,25,0,24.8125,10.4,0.3125,1.375,49.4,0,0,0,41,0,2.375,10.4
Seth Roberts,80.7,30,0.3125,0,2,3.4375,0,23.5,0,30,7.5,0.3125,1.3125,29.1,0,0,0,21.5,0,2,7.5,30,0.3125,0,2,3.4375,0,24,0,30,15,0.3125,1.3125,58.2,0,0,0,43,0,2,15
Marvin Hall,23.4,7.5,0.125,0,0.25,1.125,0,24,0,7.5,30,0.125,0.25,22.2,0,0,0,40,0,0.25,30,7.5,0.125,0,0.25,1.125,0,24,0,7.5,30,0.125,0.25,22.2,0,0,0,40,0,0.25,30
Bilal Powell,69.3,51.23595506,0.213483146,0.06741573,2.168539326,3.134831461,7.988764045,26,34.86516854,16.37078652,7.657142857,0.04494382,0.898876404,72.34285714,0.168539326,1.820224719,30.28571429,22.42857143,4.028571429,10.15730337,4.714285714,62.8,0.333333333,0.066666667,1.533333333,2.2,11.86666667,29,51.46666667,11.33333333,7.4,0,0.6,69.7,0.333333333,2.133333333,75,31,4.3,13.4,4.7
Bilal Powell,153.7,48.89189189,0.189189189,0.067567568,2.297297297,3.324324324,7.202702703,25.5,31.5,17.39189189,7.7,0.054054054,0.959459459,72.78333333,0.135135135,1.756756757,22.83333333,21,3.983333333,9.5,4.716666667,69.375,0.3125,0.0625,3.625,4.625,8.1875,28,45.125,24.25,6.7,0.125,1.3125,78.4,0.1875,2.75,35,22,5.5,11.8125,5.9
Bilal Powell,172,43.24137931,0.155172414,0.068965517,1.931034483,2.965517241,6.931034483,25,27.74137931,15.5,7.9,0.034482759,0.862068966,71.66,0.120689655,1.482758621,20.4,20.8,3.68,8.862068966,4.48,63.72727273,0.272727273,0.181818182,4.272727273,5.727272727,6.363636364,27,28.45454545,35.27272727,8.3,0.181818182,1.909090909,74.6,0.090909091,1.636363636,24,25,4.5,10.63636364,6
Bilal Powell,105.6,38.44680851,0.127659574,0.042553191,1.382978723,2.319148936,7.063829787,24.5,27.57446809,10.87234043,7.8,0,0.617021277,70.925,0.127659574,1.446808511,19.5,19.75,3.475,8.446808511,4.1,15.53333333,0.066666667,0,0.733333333,1,2.2,26,9.4,6.133333333,8.4,0,0.333333333,73.3,0.066666667,0.466666667,15,20,4.3,2.933333333,5.3
Bilal Powell,42.8,49.1875,0.15625,0.0625,1.6875,2.9375,9.34375,24,36.09375,13.09375,7.6,0,0.75,70.13333333,0.15625,1.90625,21,19.66666667,3.2,11.03125,3.7,60.5625,0.0625,0.0625,2.25,3.5625,11,25,43.5625,17,7.6,0,0.9375,63.2,0.0625,2.25,39,36,4,13.25,4.6
Bilal Powell,136.9,37.8125,0.25,0.0625,1.125,2.3125,7.6875,23.5,28.625,9.1875,7.6,0,0.5625,73.6,0.25,1.5625,12,11.5,2.8,8.8125,3.25,41.21428571,0.285714286,0,1.214285714,2.571428571,7.857142857,24,31.21428571,10,8.2,0,0.642857143,47.2,0.285714286,1.714285714,18,16,4,9.071428571,4.5
Bilal Powell,101.7,14,0,0.5,0.5,0.5,6.5,23,10.5,3.5,7,0,0,100,0,0.5,6,7,1.6,7,2,14,0,0.5,0.5,0.5,6.5,23,10.5,3.5,7,0,0,100,0,0.5,6,7,1.6,7,2
Kyle Juszczyk,45.9,14.61538462,0.08974359,0.064102564,1.666666667,2.243589744,0.179487179,24,0.717948718,13.8974359,6.82,0.076923077,0.615384615,59.54,0.012820513,0.08974359,4.8,31.2,2.06,1.846153846,6.54,24.71428571,0.071428571,0.142857143,2.357142857,3,0.5,26,2.214285714,22.5,9.5,0.071428571,0.928571429,78.6,0,0.285714286,12,44,4.4,2.857142857,8.7
Kyle Juszczyk,45.1,12.40625,0.09375,0.046875,1.515625,2.078125,0.109375,23.5,0.390625,12.015625,6.15,0.078125,0.546875,54.775,0.015625,0.046875,3,28,1.475,1.625,6,18,0.0625,0,2.3125,3.0625,0.3125,25,1.375,16.625,7.2,0,0.75,75.5,0.0625,0.1875,10,40,4.4,2.625,6.9
Kyle Juszczyk,42.3,10.54166667,0.104166667,0.0625,1.25,1.75,0.041666667,23,0.0625,10.47916667,5.8,0.104166667,0.479166667,47.86666667,0,0,0.666666667,24,0.5,1.291666667,5.7,20.25,0.25,0,2.5625,3.5,0.125,24,0.1875,20.0625,7.8,0.25,1.0625,73.2,0,0,2,39,1.5,2.6875,7.5
Kyle Juszczyk,64.9,5.6875,0.03125,0.09375,0.59375,0.875,0,22.5,0,5.6875,4.8,0.03125,0.1875,35.2,0,0,0,16.5,0,0.59375,4.8,11.375,0.0625,0.1875,1.1875,1.6875,0,23,0,11.375,9.6,0.0625,0.375,70.4,0,0,0,33,0,1.1875,9.6
Kyle Juszczyk,21.2,0,0,0,0,0.0625,0,22,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.0625,0,22,0,0,0,0,0,0,0,0,0,0,0,0,0
Paul Richardson,45.1,27.80851064,0.170212766,0.021276596,2.021276596,3.425531915,0.021276596,23.5,0.106382979,27.70212766,19.75,0.170212766,1.446808511,69.8,0,0.021276596,1.25,43,1.25,2.042553191,19.65,43.9375,0.375,0,2.75,5,0,25,0,43.9375,16,0.375,2.125,55,0,0,0,61,0,2.75,16
Paul Richardson,123.3,19.48387097,0.064516129,0.032258065,1.64516129,2.612903226,0.032258065,23,0.161290323,19.32258065,21,0.064516129,1.096774194,74.73333333,0,0.032258065,1.666666667,37,1.666666667,1.677419355,20.86666667,19.53333333,0.066666667,0,1.4,2.4,0.066666667,24,0.333333333,19.2,13.7,0.066666667,1.133333333,58.3,0,0.066666667,5,39,5,1.466666667,13.3
Paul Richardson,44.3,19.4375,0.0625,0.0625,1.875,2.8125,0,22.5,0,19.4375,24.65,0.0625,1.0625,82.95,0,0,0,36,0,1.875,24.65,40,0,0,1,1,0,23,0,40,40,0,1,100,0,0,0,40,0,1,40
Paul Richardson,4.5,18.06666667,0.066666667,0.066666667,1.933333333,2.933333333,0,22,0,18.06666667,9.3,0.066666667,1.066666667,65.9,0,0,0,32,0,1.933333333,9.3,18.06666667,0.066666667,0.066666667,1.933333333,2.933333333,0,22,0,18.06666667,9.3,0.066666667,1.066666667,65.9,0,0,0,32,0,1.933333333,9.3
C.J. Uzomah,72.4,11.37931034,0.068965517,0,1.24137931,1.862068966,0,23,0,11.37931034,7.533333333,0.068965517,0.75862069,77.5,0,0,0,26.33333333,0,1.24137931,7.533333333,6.571428571,0.071428571,0,0.714285714,1.071428571,0,24,0,6.571428571,9.2,0.071428571,0.5,66.7,0,0,0,21,0,0.714285714,9.2
C.J. Uzomah,18.7,15.86666667,0.066666667,0,1.733333333,2.6,0,22.5,0,15.86666667,6.7,0.066666667,1,82.9,0,0,0,29,0,1.733333333,6.7,23.4,0.1,0,2.5,3.8,0,23,0,23.4,9.4,0.1,1.4,65.8,0,0,0,54,0,2.5,9.4
C.J. Uzomah,36.4,0.8,0,0,0.2,0.2,0,22,0,0.8,4,0,0.2,100,0,0,0,4,0,0.2,4,0.8,0,0,0.2,0.2,0,22,0,0.8,4,0,0.2,100,0,0,0,4,0,0.2,4
Jeremy Sprinkle,11.6,1.181818182,0.090909091,0,0.181818182,0.272727273,0,23,0,1.181818182,6.5,0.090909091,0.090909091,66.7,0,0,0,7,0,0.181818182,6.5,1.181818182,0.090909091,0,0.181818182,0.272727273,0,23,0,1.181818182,6.5,0.090909091,0.090909091,66.7,0,0,0,7,0,0.181818182,6.5
Charles Clay,21.9,34.96969697,0.242424242,0.02020202,3.212121212,4.868686869,0.070707071,25,0.151515152,34.81818182,11.32857143,0.232323232,1.656565657,64.71428571,0.01010101,0.02020202,1.857142857,44.14285714,0.3,3.282828283,11.21428571,42.92307692,0.153846154,0.076923077,3.769230769,5.692307692,0,28,0,42.92307692,11.4,0.153846154,2.230769231,66.2,0,0,0,44,0,3.769230769,11.4
Charles Clay,80.3,33.76744186,0.255813953,0.011627907,3.127906977,4.744186047,0.081395349,24.5,0.174418605,33.59302326,11.31666667,0.244186047,1.569767442,64.46666667,0.011627907,0.023255814,2.166666667,44.16666667,0.35,3.209302326,11.18333333,36.8,0.266666667,0,3.8,5.8,0,27,0,36.8,9.7,0.266666667,1.466666667,65.5,0,0,0,40,0,3.8,9.7
Charles Clay,90.2,33.12676056,0.253521127,0.014084507,2.985915493,4.521126761,0.098591549,24,0.211267606,32.91549296,11.64,0.23943662,1.591549296,64.26,0.014084507,0.028169014,2.6,45,0.42,3.084507042,11.48,40.61538462,0.230769231,0.076923077,3.923076923,5.923076923,0,26,0,40.61538462,10.4,0.230769231,2,66.2,0,0,0,40,0,3.923076923,10.4
Charles Clay,81.8,31.44827586,0.25862069,0,2.775862069,4.206896552,0.120689655,23.5,0.25862069,31.18965517,11.95,0.24137931,1.5,63.775,0.017241379,0.034482759,3.25,46.25,0.525,2.896551724,11.75,43.21428571,0.214285714,0,4.142857143,6,0,25,0,43.21428571,10.4,0.214285714,2.214285714,69,0,0,0,41,0,4.142857143,10.4
Charles Clay,94,27.70454545,0.272727273,0,2.340909091,3.636363636,0.159090909,23,0.340909091,27.36363636,12.46666667,0.25,1.272727273,62.03333333,0.022727273,0.045454545,4.333333333,48,0.7,2.5,12.2,48.375,0.4375,0,4.3125,6.375,0.4375,24,0.9375,47.4375,11,0.375,2.25,67.6,0.0625,0.125,13,67,2.1,4.75,10.2
Charles Clay,138.4,15.89285714,0.178571429,0,1.214285714,2.071428571,0,22.5,0,15.89285714,13.2,0.178571429,0.714285714,59.25,0,0,0,38.5,0,1.214285714,13.2,15.14285714,0.142857143,0,1.285714286,2.357142857,0,23,0,15.14285714,11.8,0.142857143,0.571428571,54.5,0,0,0,31,0,1.285714286,11.8
Charles Clay,37.2,16.64285714,0.214285714,0,1.142857143,1.785714286,0,22,0,16.64285714,14.6,0.214285714,0.857142857,64,0,0,0,46,0,1.142857143,14.6,16.64285714,0.214285714,0,1.142857143,1.785714286,0,22,0,16.64285714,14.6,0.214285714,0.857142857,64,0,0,0,46,0,1.142857143,14.6
Ricky Seals-Jones,47.3,20.1,0.3,0,1.2,2.8,0,22,0,20.1,16.8,0.3,1,42.9,0,0,0,29,0,1.2,16.8,20.1,0.3,0,1.2,2.8,0,22,0,20.1,16.8,0.3,1,42.9,0,0,0,29,0,1.2,16.8
Josh Hill,31,8.422535211,0.14084507,0.028169014,0.943661972,1.464788732,0.028169014,25,-0.225352113,8.647887324,9.02,0.14084507,0.436619718,64.84,0,0,-3.2,24.4,-3.2,0.971830986,8.4,7.3125,0.0625,0.125,1,1.375,0.0625,27,-0.5,7.8125,7.8,0.0625,0.3125,72.7,0,0,-8,22,-8,1.0625,6.9
Josh Hill,16.2,8.745454545,0.163636364,0,0.927272727,1.490909091,0.018181818,24.5,-0.145454545,8.890909091,9.325,0.163636364,0.472727273,62.875,0,0,-2,25,-2,0.945454545,8.775,16.55555556,0.111111111,0,1.666666667,2.444444444,0,26,0,16.55555556,9.9,0.111111111,0.666666667,68.2,0,0,0,35,0,1.666666667,9.9
Josh Hill,23.9,7.217391304,0.173913043,0,0.782608696,1.304347826,0.02173913,24,-0.173913043,7.391304348,9.133333333,0.173913043,0.434782609,61.1,0,0,-2.666666667,21.66666667,-2.666666667,0.804347826,8.4,7.5,0.125,0,1,1.875,0,25,0,7.5,7.5,0.125,0.5,53.3,0,0,0,19,0,1,7.5
Josh Hill,28,7.066666667,0.2,0,0.666666667,1,0.033333333,23.5,-0.266666667,7.333333333,9.95,0.2,0.4,65,0,0,-4,23,-4,0.7,8.85,11,0.3125,0,0.875,1.25,0,24,0,11,12.6,0.3125,0.5625,70,0,0,0,37,0,0.875,12.6
Josh Hill,52.1,2.571428571,0.071428571,0,0.428571429,0.714285714,0.071428571,23,-0.571428571,3.142857143,7.3,0.071428571,0.214285714,60,0,0,-8,9,-8,0.5,5.1,2.571428571,0.071428571,0,0.428571429,0.714285714,0.071428571,23,-0.571428571,3.142857143,7.3,0.071428571,0.214285714,60,0,0,-8,9,-8,0.5,5.1
Tavon Austin,34.2,44.23728814,0.338983051,0.271186441,3.06779661,5.186440678,2.118644068,24.5,16.40677966,27.83050847,9.05,0.203389831,1.271186441,60.75,0.13559322,0.796610169,43.5,54.5,9.25,5.186440678,8.775,44.53333333,0.266666667,0.333333333,3.866666667,7.066666667,1.866666667,26,10.6,33.93333333,8.8,0.2,1.666666667,54.7,0.066666667,0.533333333,30,43,5.7,5.733333333,7.8
Tavon Austin,97.3,44.13636364,0.363636364,0.25,2.795454545,4.545454545,2.204545455,24,18.38636364,25.75,9.133333333,0.204545455,1.136363636,62.76666667,0.159090909,0.886363636,48,58.33333333,10.43333333,5,9.1,56.6875,0.5625,0.125,3.25,5.4375,3.25,25,27.125,29.5625,9.1,0.3125,1.3125,59.8,0.25,1.5625,60,66,8.3,6.5,8.7
Tavon Austin,163.7,36.96428571,0.25,0.321428571,2.535714286,4.035714286,1.607142857,23.5,13.39285714,23.57142857,9.15,0.142857143,1.035714286,64.25,0.107142857,0.5,42,54.5,11.5,4.142857143,9.3,31.06666667,0.133333333,0.333333333,2.066666667,2.933333333,2.4,24,14.93333333,16.13333333,7.8,0,0.8,70.5,0.133333333,0.733333333,19,28,6.2,4.466666667,7
Tavon Austin,60.1,43.76923077,0.384615385,0.307692308,3.076923077,5.307692308,0.692307692,23,11.61538462,32.15384615,10.5,0.307692308,1.307692308,58,0.076923077,0.230769231,65,81,16.8,3.769230769,11.6,43.76923077,0.384615385,0.307692308,3.076923077,5.307692308,0.692307692,23,11.61538462,32.15384615,10.5,0.307692308,1.307692308,58,0.076923077,0.230769231,65,81,16.8,3.769230769,11.6
Jaron Brown,51.1,16.57746479,0.126760563,0.014084507,1.211267606,2.295774648,0,25,0,16.57746479,13.72,0.126760563,0.802816901,55.24,0,0,0,40,0,1.211267606,13.72,29.8125,0.25,0,1.9375,4.3125,0,27,0,29.8125,15.4,0.25,1.4375,44.9,0,0,0,52,0,1.9375,15.4
Jaron Brown,83.2,12.72727273,0.090909091,0.018181818,1,1.709090909,0,24.5,0,12.72727273,13.3,0.090909091,0.618181818,57.825,0,0,0,37,0,1,13.3,26.71428571,0.142857143,0,1.571428571,3.142857143,0,26,0,26.71428571,17,0.142857143,0.857142857,50,0,0,0,51,0,1.571428571,17
Jaron Brown,27.7,10.6875,0.083333333,0.020833333,0.916666667,1.5,0,24,0,10.6875,12.06666667,0.083333333,0.583333333,60.43333333,0,0,0,32.33333333,0,0.916666667,12.06666667,9,0.0625,0,0.6875,1.4375,0,25,0,9,13.1,0.0625,0.5,47.8,0,0,0,39,0,0.6875,13.1
Jaron Brown,24.4,11.53125,0.09375,0.03125,1.03125,1.53125,0,23.5,0,11.53125,11.55,0.09375,0.625,66.75,0,0,0,29,0,1.03125,11.55,14.3125,0.125,0.0625,1.375,2,0,24,0,14.3125,10.4,0.125,0.875,68.8,0,0,0,26,0,1.375,10.4
Jaron Brown,39.9,8.75,0.0625,0,0.6875,1.0625,0,23,0,8.75,12.7,0.0625,0.375,64.7,0,0,0,32,0,0.6875,12.7,8.75,0.0625,0,0.6875,1.0625,0,23,0,8.75,12.7,0.0625,0.375,64.7,0,0,0,32,0,0.6875,12.7
Zay Jones,121.7,21.06666667,0.133333333,0,1.8,4.933333333,0,22,0,21.06666667,11.7,0.133333333,1.266666667,36.5,0,0,0,33,0,1.8,11.7,21.06666667,0.133333333,0,1.8,4.933333333,0,22,0,21.06666667,11.7,0.133333333,1.266666667,36.5,0,0,0,33,0,1.8,11.7
Delanie Walker,6.7,32.62857143,0.2,0.074285714,2.737142857,4.297142857,0.091428571,27.5,0.508571429,32.12,12.20833333,0.194285714,1.48,60.74166667,0.005714286,0.028571429,6.833333333,42.5,4.416666667,2.828571429,11.73333333,50.3125,0.25,0.125,4.625,6.9375,0.125,33,-0.125,50.4375,10.9,0.1875,2.75,66.7,0.0625,0.0625,1,42,-1,4.75,10.6
Delanie Walker,123,30.8490566,0.194968553,0.06918239,2.547169811,4.031446541,0.088050314,27,0.572327044,30.27672956,12.32727273,0.194968553,1.352201258,60.2,0,0.025157233,7.363636364,42.54545455,4.909090909,2.635220126,11.83636364,54.06666667,0.466666667,0.066666667,4.333333333,6.8,0.133333333,32,0.733333333,53.33333333,12.3,0.466666667,2.333333333,63.7,0,0,8,47,5.5,4.466666667,12.1
Delanie Walker,138.6,28.43055556,0.166666667,0.069444444,2.361111111,3.743055556,0.083333333,26.5,0.555555556,27.875,12.33,0.166666667,1.25,59.85,0,0.027777778,7.3,42.1,4.85,2.444444444,11.81,74.93333333,0.4,0,6.266666667,8.866666667,0.066666667,31,2.4,72.53333333,11.6,0.4,3.533333333,70.7,0,0.066666667,36,61,36,6.333333333,11.8
Delanie Walker,175.4,23.02325581,0.139534884,0.07751938,1.906976744,3.147286822,0.085271318,26,0.341085271,22.68217054,12.41111111,0.139534884,0.984496124,58.64444444,0,0.023255814,4.111111111,40,1.388888889,1.992248062,11.81111111,59.33333333,0.266666667,0.133333333,4.2,7.066666667,0,30,0,59.33333333,14.1,0.266666667,2.266666667,59.4,0,0,0,68,0,4.2,14.1
Delanie Walker,126,18.24561404,0.122807018,0.070175439,1.605263158,2.631578947,0.096491228,25.5,0.385964912,17.85964912,12.2,0.122807018,0.815789474,58.55,0,0.026315789,4.625,36.5,1.5625,1.701754386,11.525,38.06666667,0.4,0.066666667,4,5.733333333,0,29,0,38.06666667,9.5,0.4,2.066666667,69.8,0,0,0,33,0,4,9.5
Delanie Walker,106.6,15.24242424,0.080808081,0.070707071,1.242424242,2.161616162,0.111111111,25,0.444444444,14.7979798,12.58571429,0.080808081,0.626262626,56.94285714,0,0.03030303,5.285714286,37,1.785714286,1.353535354,11.81428571,21.5,0.1875,0.0625,1.3125,2.4375,0,28,0,21.5,16.4,0.1875,0.875,53.8,0,0,0,45,0,1.3125,16.4
Delanie Walker,57.4,14.03614458,0.060240964,0.072289157,1.228915663,2.108433735,0.13253012,24.5,0.530120482,13.5060241,11.95,0.060240964,0.578313253,57.46666667,0,0.036144578,6.166666667,35.66666667,2.083333333,1.361445783,11.05,13.53333333,0.2,0.066666667,1.266666667,2.333333333,0.2,27,0.333333333,13.2,10.4,0.2,0.6,54.3,0,0.066666667,14,29,1.7,1.466666667,9.2
Delanie Walker,41.3,14.14705882,0.029411765,0.073529412,1.220588235,2.058823529,0.117647059,24,0.573529412,13.57352941,12.26,0.029411765,0.573529412,58.1,0,0.029411765,4.6,37,2.16,1.338235294,11.42,24.92857143,0,0.071428571,2.071428571,3.214285714,0.214285714,26,1.285714286,23.64285714,11.4,0,0.928571429,64.4,0,0.071428571,10,38,6,2.285714286,10.9
Delanie Walker,39.9,11.35185185,0.037037037,0.074074074,1,1.759259259,0.092592593,23.5,0.388888889,10.96296296,12.475,0.037037037,0.481481481,56.525,0,0.018518519,3.25,36.75,1.2,1.092592593,11.55,16.6875,0,0.125,1.3125,2.0625,0.1875,25,2.125,14.5625,11.1,0,0.625,63.6,0,0.0625,16,39,11.3,1.5,11.1
Delanie Walker,28.2,9.105263158,0.052631579,0.052631579,0.868421053,1.631578947,0.052631579,23,-0.342105263,9.447368421,12.93333333,0.052631579,0.421052632,54.16666667,0,0,-1,36,-2.166666667,0.921052632,11.7,9.466666667,0.066666667,0.133333333,0.666666667,1.066666667,0.133333333,24,-0.866666667,10.33333333,15.5,0.066666667,0.466666667,62.5,0,0,-3,53,-6.5,0.8,11.8
Delanie Walker,19.7,8.869565217,0.043478261,0,1,2,0,22.5,0,8.869565217,11.65,0.043478261,0.391304348,50,0,0,0,27.5,0,1,11.65,10.875,0.0625,0,1.3125,2.625,0,23,0,10.875,8.3,0.0625,0.5,50,0,0,0,26,0,1.3125,8.3
