Player,Actual,Scrim yds,TOT TD,Fmbl,Rec,Tgt,Att,Age,Rush yds,Rec yds,Yds/rec,Rec TD,Rec 1D,Catch %,Rushing TD,Rush 1D,Rush long,Rec long,Yards/att,Touch,Yards/touch,Scrim yds,TOT TD,Fmbl,Rec,Tgt,Att,Age,Rush yds,Rec yds,Yds/rec,Rec TD,Rec 1D,Catch %,Rushing TD,Rush 1D,Rush long,Rec long,Yards/att,Touch,Yards/touch
Frank Gore,211.9,99.04444444,0.4,0.266666667,2.866666667,3.933333333,15.53333333,23,75.66666667,23.37777778,8.3,0.044444444,1.044444444,71.96666667,0.355555556,3.022222222,62.33333333,36.33333333,4.8,18.4,5.3,102.5333333,0.4,0.266666667,3.533333333,4.6,17.33333333,24,73.46666667,29.06666667,8.2,0.066666667,1.333333333,76.8,0.333333333,2.8,43,23,4.2,20.86666667,4.9
Frank Gore,214.3,97.3,0.4,0.266666667,2.533333333,3.6,14.63333333,22.5,76.76666667,20.53333333,8.35,0.033333333,0.9,69.55,0.366666667,3.133333333,72,43,5.1,17.16666667,5.5,136.25,0.5625,0.375,3.8125,5.375,19.5,23,105.9375,30.3125,8,0.0625,1.4375,70.9,0.5,4.1875,72,39,5.4,23.3125,5.8
Frank Gore,313,52.78571429,0.214285714,0.142857143,1.071428571,1.571428571,9.071428571,22,43.42857143,9.357142857,8.7,0,0.285714286,68.2,0.214285714,1.928571429,72,47,4.8,10.14285714,5.2,52.78571429,0.214285714,0.142857143,1.071428571,1.571428571,9.071428571,22,43.42857143,9.357142857,8.7,0,0.285714286,68.2,0.214285714,1.928571429,72,47,4.8,10.14285714,5.2
Golden Tate,119.4,53.97540984,0.278688525,0.090163934,4.401639344,6.483606557,0.319672131,25.5,1.360655738,52.6147541,12.0125,0.278688525,2.426229508,66.0125,0,0.090163934,12.375,58.75,4.925,4.721311475,11.4875,64.0625,0.3125,0.0625,5.75,7.5,0.3125,29,1.375,62.6875,10.9,0.3125,2.75,76.7,0,0.125,10,71,4.4,6.0625,10.6
Golden Tate,153.5,52.45283019,0.273584906,0.094339623,4.198113208,6.330188679,0.320754717,25,1.358490566,51.09433962,12.17142857,0.273584906,2.377358491,64.48571429,0,0.08490566,12.71428571,57,5,4.518867925,11.61428571,67.5625,0.25,0.125,5.6875,8.4375,0.625,28,0.25,67.3125,11.8,0.25,2.9375,67.4,0,0.0625,11,67,0.4,6.3125,10.7
Golden Tate,152.1,49.76666667,0.277777778,0.088888889,3.933333333,5.955555556,0.266666667,24.5,1.555555556,48.21111111,12.23333333,0.277777778,2.277777778,64,0,0.088888889,13,55.33333333,5.766666667,4.2,11.76666667,53.375,0.375,0.0625,5.625,8,0.375,27,2.5625,50.8125,9,0.375,3.125,70.3,0,0.1875,15,43,6.8,6,8.9
Golden Tate,145.9,48.98648649,0.256756757,0.094594595,3.567567568,5.513513514,0.243243243,24,1.337837838,47.64864865,12.88,0.256756757,2.094594595,62.74,0,0.067567568,12.6,57.8,5.56,3.810810811,12.34,85.0625,0.25,0.0625,6.1875,9,0.3125,26,1.875,83.1875,13.4,0.25,3.8125,68.8,0,0.0625,13,73,6,6.5,13.1
Golden Tate,189.1,39.03448276,0.25862069,0.103448276,2.844827586,4.551724138,0.224137931,23.5,1.189655172,37.84482759,12.75,0.25862069,1.620689655,61.225,0,0.068965517,12.5,54,5.45,3.068965517,12.15,58.0625,0.3125,0.1875,4,6.1875,0.1875,25,1.9375,56.125,14,0.3125,2.5625,64.6,0,0.0625,20,80,10.3,4.1875,13.9
Golden Tate,137.9,31.78571429,0.238095238,0.071428571,2.404761905,3.928571429,0.238095238,23,0.904761905,30.88095238,12.33333333,0.238095238,1.261904762,60.1,0,0.071428571,10,45.33333333,3.833333333,2.642857143,11.56666667,47.2,0.466666667,0.066666667,3,4.533333333,0.2,24,1.333333333,45.86666667,15.3,0.466666667,1.866666667,66.2,0,0.066666667,13,51,6.7,3.2,14.8
Golden Tate,125.3,23.22222222,0.111111111,0.074074074,2.074074074,3.592592593,0.259259259,22.5,0.666666667,22.55555556,10.85,0.111111111,0.925925926,57.05,0,0.074074074,8.5,42.5,2.4,2.333333333,9.95,24.75,0.1875,0.0625,2.1875,3.625,0.3125,23,0.875,23.875,10.9,0.1875,1.0625,60.3,0,0.125,14,33,2.8,2.5,9.9
Golden Tate,65.1,21,0,0.090909091,1.909090909,3.545454545,0.181818182,22,0.363636364,20.63636364,10.8,0,0.727272727,53.8,0,0,3,52,2,2.090909091,10,21,0,0.090909091,1.909090909,3.545454545,0.181818182,22,0.363636364,20.63636364,10.8,0,0.727272727,53.8,0,0,3,52,2,2.090909091,10
Dede Westbrook,128,48.42857143,0.142857143,0.142857143,3.857142857,7.285714286,0,24,0,48.42857143,12.6,0.142857143,2.142857143,52.9,0,0,0,29,0,3.857142857,12.6,48.42857143,0.142857143,0.142857143,3.857142857,7.285714286,0,24,0,48.42857143,12.6,0.142857143,2.142857143,52.9,0,0,0,29,0,3.857142857,12.6
Sammy Watkins,89.1,58.86538462,0.480769231,0.019230769,3.692307692,6.653846154,0.057692308,22.5,0.173076923,58.69230769,15.8,0.480769231,2.730769231,55.7,0,0.019230769,1.5,69,1.25,3.75,15.65,39.53333333,0.533333333,0,2.6,4.666666667,0,24,0,39.53333333,15.2,0.533333333,2.2,55.7,0,0,0,67,0,2.6,15.2
Sammy Watkins,123.8,66.7027027,0.459459459,0.027027027,4.135135135,7.459459459,0.081081081,22,0.243243243,66.45945946,16,0.459459459,2.945945946,55.7,0,0.027027027,2,69.66666667,1.666666667,4.216216216,15.8,53.75,0.25,0,3.5,6.5,0,23,0,53.75,15.4,0.25,2.5,53.8,0,0,0,62,0,3.5,15.4
Sammy Watkins,65,70.27586207,0.517241379,0.034482759,4.310344828,7.724137931,0.103448276,21.5,0.310344828,69.96551724,16.3,0.517241379,3.068965517,56.65,0,0.034482759,3,73.5,2.5,4.413793103,16,80.61538462,0.692307692,0,4.615384615,7.384615385,0.076923077,22,0.076923077,80.53846154,17.5,0.692307692,3.153846154,62.5,0,0,1,63,1,4.692307692,17.2
Sammy Watkins,179.3,61.875,0.375,0.0625,4.0625,8,0.125,21,0.5,61.375,15.1,0.375,3,50.8,0,0.0625,5,84,4,4.1875,14.8,61.875,0.375,0.0625,4.0625,8,0.125,21,0.5,61.375,15.1,0.375,3,50.8,0,0.0625,5,84,4,4.1875,14.8
DeAndre Washington,18.9,32.13793103,0.172413793,0.103448276,1.75862069,2.344827586,4.965517241,23.5,21.37931034,10.75862069,6.3,0.034482759,0.655172414,74.75,0.137931034,1,20.5,16.5,4.05,6.724137931,4.7,23.33333333,0.2,0.133333333,2.266666667,3,3.8,24,10.2,13.13333333,5.8,0.066666667,1,75.6,0.133333333,0.666666667,11,15,2.7,6.066666667,3.8
DeAndre Washington,61.5,41.57142857,0.142857143,0.071428571,1.214285714,1.642857143,6.214285714,23,33.35714286,8.214285714,6.8,0,0.285714286,73.9,0.142857143,1.357142857,30,18,5.4,7.428571429,5.6,41.57142857,0.142857143,0.071428571,1.214285714,1.642857143,6.214285714,23,33.35714286,8.214285714,6.8,0,0.285714286,73.9,0.142857143,1.357142857,30,18,5.4,7.428571429,5.6
Danny Amendola,72.8,37.90990991,0.171171171,0.153153153,3.837837838,5.585585586,0.135135135,28,0.891891892,37.01801802,9.533333333,0.171171171,2.081081081,70.82222222,0,0.045045045,5.888888889,34.77777778,2.377777778,3.972972973,9.433333333,43.93333333,0.133333333,0.133333333,4.066666667,5.733333333,0,32,0,43.93333333,10.8,0.133333333,2.666666667,70.9,0,0,0,27,0,4.066666667,10.8
Danny Amendola,93.9,36.96875,0.177083333,0.15625,3.802083333,5.5625,0.15625,27.5,1.03125,35.9375,9.375,0.177083333,1.989583333,70.8125,0,0.052083333,6.625,35.75,2.675,3.958333333,9.2625,20.25,0.333333333,0.25,1.916666667,2.416666667,0,31,0,20.25,10.6,0.333333333,1.166666667,79.3,0,0,0,32,0,1.916666667,10.6
Danny Amendola,49.3,39.35714286,0.154761905,0.142857143,4.071428571,6.011904762,0.178571429,27,1.178571429,38.17857143,9.2,0.154761905,2.107142857,69.6,0,0.05952381,7.571428571,36.28571429,3.057142857,4.25,9.071428571,47.07142857,0.214285714,0.071428571,4.642857143,6.214285714,0.142857143,30,0.785714286,46.28571429,10,0.214285714,2.285714286,74.7,0,0,8,41,5.5,4.785714286,9.8
Danny Amendola,97.9,37.81428571,0.142857143,0.157142857,3.957142857,5.971428571,0.185714286,26.5,1.257142857,36.55714286,9.066666667,0.142857143,2.071428571,68.75,0,0.071428571,7.5,35.5,2.65,4.142857143,8.95,12.5,0.0625,0.0625,1.6875,2.625,0,29,0,12.5,7.4,0.0625,0.75,64.3,0,0,0,21,0,1.6875,7.4
Danny Amendola,30,45.31481481,0.166666667,0.185185185,4.62962963,6.962962963,0.240740741,26,1.62962963,43.68518519,9.4,0.166666667,2.462962963,69.64,0,0.092592593,9,38.4,3.18,4.87037037,9.26,52.83333333,0.166666667,0,4.5,6.916666667,0.083333333,28,0.083333333,52.75,11.7,0.166666667,3.083333333,65.1,0,0,1,57,1,4.583333333,11.5
Danny Amendola,93.9,43.16666667,0.166666667,0.238095238,4.666666667,6.976190476,0.285714286,25.5,2.071428571,41.0952381,8.825,0.166666667,2.285714286,70.775,0,0.119047619,11,33.75,3.725,4.952380952,8.7,61.27272727,0.272727273,0.272727273,5.727272727,9.181818182,0.181818182,27,0.727272727,60.54545455,10.6,0.272727273,3.545454545,62.4,0,0,6,56,4,5.909090909,10.4
Danny Amendola,98.9,36.74193548,0.129032258,0.225806452,4.290322581,6.193548387,0.322580645,25,2.548387097,34.19354839,8.233333333,0.129032258,1.838709677,73.56666667,0,0.161290323,12.66666667,26.33333333,3.633333333,4.612903226,8.133333333,45,0,1,5,6,0,26,0,45,9,0,3,83.3,0,0,0,18,0,5,9
Danny Amendola,4,36.46666667,0.133333333,0.2,4.266666667,6.2,0.333333333,24.5,2.633333333,33.83333333,7.85,0.133333333,1.8,68.7,0,0.166666667,19,30.5,5.45,4.6,7.7,48.125,0.1875,0.125,5.3125,7.6875,0.4375,25,5.0625,43.0625,8.1,0.1875,2.1875,69.1,0,0.25,30,36,11.6,5.75,8.4
Danny Amendola,110.5,23.14285714,0.071428571,0.285714286,3.071428571,4.5,0.214285714,24,-0.142857143,23.28571429,7.6,0.071428571,1.357142857,68.3,0,0.071428571,8,25,-0.7,3.285714286,7,23.14285714,0.071428571,0.285714286,3.071428571,4.5,0.214285714,24,-0.142857143,23.28571429,7.6,0.071428571,1.357142857,68.3,0,0.071428571,8,25,-0.7,3.285714286,7
Will Fuller,85.3,44.33333333,0.375,0.083333333,3.125,5.916666667,0.125,22.5,0.25,44.08333333,14.3,0.375,2.166666667,53.55,0,0,1,56,0.75,3.25,13.8,43.2,0.7,0,2.8,5,0.2,23,0.9,42.3,15.1,0.7,2.1,56,0,0,5,59,4.5,3,14.4
Will Fuller,95.7,45.14285714,0.142857143,0.142857143,3.357142857,6.571428571,0.071428571,22,-0.214285714,45.35714286,13.5,0.142857143,2.214285714,51.1,0,0,-3,53,-3,3.428571429,13.2,45.14285714,0.142857143,0.142857143,3.357142857,6.571428571,0.071428571,22,-0.214285714,45.35714286,13.5,0.142857143,2.214285714,51.1,0,0,-3,53,-3,3.428571429,13.2
Tarik Cohen,195.9,45.1875,0.1875,0.1875,3.3125,4.4375,5.4375,22,23.125,22.0625,6.7,0.0625,0.5625,74.6,0.125,1.1875,46,70,4.3,8.75,5.2,45.1875,0.1875,0.1875,3.3125,4.4375,5.4375,22,23.125,22.0625,6.7,0.0625,0.5625,74.6,0.125,1.1875,46,70,4.3,8.75,5.2
Breshad Perriman,52.7,21.40740741,0.111111111,0,1.592592593,3.740740741,0.037037037,23.5,0.074074074,21.33333333,11.4,0.111111111,0.814814815,39.3,0,0,1,33.5,1,1.62962963,11.2,7,0,0,0.909090909,3.181818182,0,24,0,7,7.7,0,0.272727273,28.6,0,0,0,14,0,0.909090909,7.7
Breshad Perriman,9.2,31.3125,0.1875,0,2.0625,4.125,0.0625,23,0.125,31.1875,15.1,0.1875,1.1875,50,0,0,2,53,2,2.125,14.7,31.3125,0.1875,0,2.0625,4.125,0.0625,23,0.125,31.1875,15.1,0.1875,1.1875,50,0,0,2,53,2,2.125,14.7
Tyrell Williams,110.3,52.13888889,0.333333333,0.027777778,3.166666667,5.361111111,0,24,0,52.13888889,25.73333333,0.333333333,2.138888889,53.43333333,0,0,0,68.66666667,0,3.166666667,25.73333333,45.5,0.25,0.0625,2.6875,4.3125,0,25,0,45.5,16.9,0.25,1.8125,62.3,0,0,0,75,0,2.6875,16.9
Tyrell Williams,109.3,57.45,0.4,0,3.55,6.2,0,23.5,0,57.45,30.15,0.4,2.4,49,0,0,0,65.5,0,3.55,30.15,66.1875,0.4375,0,4.3125,7.4375,0,24,0,66.1875,15.3,0.4375,3,58,0,0,0,51,0,4.3125,15.3
Tyrell Williams,171.9,22.5,0.25,0,0.5,1.25,0,23,0,22.5,45,0.25,0,40,0,0,0,80,0,0.5,45,22.5,0.25,0,0.5,1.25,0,23,0,22.5,45,0.25,0,40,0,0,0,80,0,0.5,45
Sterling Shepard,136.5,53.66666667,0.37037037,0.037037037,4.592592593,7,0.259259259,23.5,1.296296296,52.37037037,11.45,0.37037037,2.888888889,66.05,0,0.074074074,17,54.5,5.65,4.851851852,11.1,66.81818182,0.181818182,0.090909091,5.363636364,7.636363636,0.363636364,24,0.363636364,66.45454545,12.4,0.181818182,3.272727273,70.2,0,0.090909091,12,77,1,5.727272727,11.7
Sterling Shepard,102,44.625,0.5,0,4.0625,6.5625,0.1875,23,1.9375,42.6875,10.5,0.5,2.625,61.9,0,0.0625,22,32,10.3,4.25,10.5,44.625,0.5,0,4.0625,6.5625,0.1875,23,1.9375,42.6875,10.5,0.5,2.625,61.9,0,0.0625,22,32,10.3,4.25,10.5
LeSean McCoy,116.2,101.2781955,0.609022556,0.165413534,3.315789474,4.263157895,16.42857143,25,75.87969925,25.39849624,7.611111111,0.112781955,1.248120301,77.1,0.496240602,3.812030075,55.88888889,37.44444444,4.6,19.7443609,5.133333333,99.125,0.5,0.1875,3.6875,4.8125,17.9375,29,71.125,28,7.6,0.125,1.4375,76.6,0.375,3.5625,48,39,4,21.625,4.6
LeSean McCoy,248.6,101.5726496,0.623931624,0.162393162,3.264957265,4.188034188,16.22222222,24.5,76.52991453,25.04273504,7.6125,0.111111111,1.222222222,77.1625,0.512820513,3.846153846,56.875,37.25,4.675,19.48717949,5.2,108.2,0.933333333,0.2,3.333333333,3.8,15.6,28,84.46666667,23.73333333,7.1,0.066666667,1.133333333,87.7,0.866666667,3.733333333,75,41,5.4,18.93333333,5.7
LeSean McCoy,288.8,100.5980392,0.578431373,0.156862745,3.254901961,4.245098039,16.31372549,24,75.3627451,25.23529412,7.685714286,0.117647059,1.235294118,75.65714286,0.460784314,3.862745098,54.28571429,36.71428571,4.571428571,19.56862745,5.128571429,98.91666667,0.416666667,0.166666667,2.666666667,4.166666667,16.91666667,27,74.58333333,24.33333333,9.1,0.166666667,1,64,0.25,3.5,48,22,4.4,19.58333333,5.1
LeSean McCoy,176.7,100.8222222,0.6,0.155555556,3.333333333,4.255555556,16.23333333,23.5,75.46666667,25.35555556,7.45,0.111111111,1.266666667,77.6,0.488888889,3.911111111,55.33333333,39.16666667,4.6,19.56666667,5.133333333,92.125,0.3125,0.25,1.75,2.3125,19.5,26,82.4375,9.6875,5.5,0,0.625,75.7,0.3125,4.25,53,18,4.2,21.25,4.3
LeSean McCoy,212.4,102.7027027,0.662162162,0.135135135,3.675675676,4.675675676,15.52702703,23,73.95945946,28.74324324,7.84,0.135135135,1.405405405,77.98,0.527027027,3.837837838,55.8,43.4,4.68,19.2027027,5.3,134.125,0.6875,0.0625,3.25,4,19.625,25,100.4375,33.6875,10.4,0.125,1.5,81.3,0.5625,4.9375,57,70,5.1,22.875,5.9
LeSean McCoy,353.1,94.03448276,0.655172414,0.155172414,3.793103448,4.862068966,14.39655172,22.5,66.65517241,27.37931034,7.2,0.137931034,1.379310345,77.15,0.517241379,3.534482759,55.5,36.75,4.575,18.18965517,5.15,101.0833333,0.416666667,0.333333333,4.5,5.583333333,16.66666667,24,70,31.08333333,6.9,0.25,1.666666667,80.6,0.166666667,3.75,34,36,4.2,21.16666667,4.8
LeSean McCoy,183.8,92.19565217,0.717391304,0.108695652,3.608695652,4.673913043,13.80434783,22,65.7826087,26.41304348,7.3,0.108695652,1.304347826,76,0.608695652,3.47826087,62.66666667,37,4.7,17.41304348,5.266666667,108.2666667,1.333333333,0.066666667,3.2,4.6,18.2,23,87.26666667,21,6.6,0.2,1.2,69.6,1.133333333,5.666666667,60,26,4.8,21.4,5.1
LeSean McCoy,335.9,84.41935484,0.419354839,0.129032258,3.806451613,4.709677419,11.67741935,21.5,55.38709677,29.03225806,7.65,0.064516129,1.35483871,79.2,0.35483871,2.419354839,64,42.5,4.65,15.48387097,5.35,111.4666667,0.6,0.133333333,5.2,6.066666667,13.8,22,72,39.46666667,7.6,0.133333333,1.933333333,85.7,0.466666667,3.066666667,62,40,5.2,19,5.9
LeSean McCoy,260.2,59.0625,0.25,0.125,2.5,3.4375,9.6875,21,39.8125,19.25,7.7,0,0.8125,72.7,0.25,1.8125,66,45,4.1,12.1875,4.8,59.0625,0.25,0.125,2.5,3.4375,9.6875,21,39.8125,19.25,7.7,0,0.8125,72.7,0.25,1.8125,66,45,4.1,12.1875,4.8
Brandin Cooks,199.2,70.75862069,0.482758621,0.051724138,4.827586207,7.396551724,0.517241379,22.5,2.775862069,67.98275862,13.875,0.465517241,2.724137931,66.4,0.017241379,0.155172414,15.75,70.75,5.525,5.344827586,13.125,70.125,0.4375,0,4.0625,7.125,0.5625,24,2.5,67.625,16.6,0.4375,2.625,57,0,0.125,13,64,4.4,4.625,15.2
Brandin Cooks,176.2,71,0.5,0.071428571,5.119047619,7.5,0.5,22,2.880952381,68.11904762,12.96666667,0.476190476,2.761904762,69.53333333,0.023809524,0.166666667,16.66666667,73,5.9,5.619047619,12.43333333,75.1875,0.5,0.0625,4.875,7.3125,0.375,23,1.875,73.3125,15,0.5,2.875,66.7,0,0.0625,11,98,5,5.25,14.3
Brandin Cooks,189.8,68.42307692,0.5,0.076923077,5.269230769,7.615384615,0.576923077,21.5,3.5,64.92307692,11.95,0.461538462,2.692307692,70.95,0.038461538,0.230769231,19.5,60.5,6.35,5.846153846,11.5,72.25,0.5625,0.0625,5.25,8.0625,0.5,22,1.125,71.125,13.5,0.5625,2.8125,65.1,0,0.125,11,71,2.3,5.75,12.6
Brandin Cooks,191.1,62.3,0.4,0.1,5.3,6.9,0.7,21,7.3,55,10.4,0.3,2.5,76.8,0.1,0.4,28,50,10.4,6,10.4,62.3,0.4,0.1,5.3,6.9,0.7,21,7.3,55,10.4,0.3,2.5,76.8,0.1,0.4,28,50,10.4,6,10.4
Corey Davis,141.1,34.09090909,0,0.090909091,3.090909091,5.909090909,0,22,0,34.09090909,11,0,1.545454545,52.3,0,0,0,37,0,3.090909091,11,34.09090909,0,0.090909091,3.090909091,5.909090909,0,22,0,34.09090909,11,0,1.545454545,52.3,0,0,0,37,0,3.090909091,11
Greg Olsen,62.1,45.79393939,0.321212121,0.042424242,3.872727273,6.327272727,0,27,0,45.79393939,11.54545455,0.321212121,2.406060606,59.90909091,0,0,0,43.90909091,0,3.872727273,11.54545455,27.28571429,0.142857143,0,2.428571429,5.428571429,0,32,0,27.28571429,11.2,0.142857143,1.857142857,44.7,0,0,0,30,0,2.428571429,11.2
Greg Olsen,31.6,46.61392405,0.329113924,0.044303797,3.936708861,6.367088608,0,26.5,0,46.61392405,11.58,0.329113924,2.430379747,61.43,0,0,0,45.3,0,3.936708861,11.58,67.0625,0.1875,0,5,8.0625,0,31,0,67.0625,13.4,0.1875,3.375,62,0,0,0,78,0,5,13.4
Greg Olsen,152.3,44.30985915,0.345070423,0.049295775,3.816901408,6.176056338,0,26,0,44.30985915,11.37777778,0.345070423,2.323943662,61.36666667,0,0,0,41.66666667,0,3.816901408,11.37777778,69,0.4375,0.0625,4.8125,7.75,0,30,0,69,14.3,0.4375,3.25,62.1,0,0,0,52,0,4.8125,14.3
Greg Olsen,176.4,41.17460317,0.333333333,0.047619048,3.69047619,5.976190476,0,25.5,0,41.17460317,11.0125,0.333333333,2.206349206,61.275,0,0,0,40.375,0,3.69047619,11.0125,63,0.375,0.0625,5.25,7.6875,0,29,0,63,12,0.375,3.4375,68.3,0,0,0,38,0,5.25,12
Greg Olsen,162.3,38,0.327272727,0.045454545,3.463636364,5.727272727,0,25,0,38,10.87142857,0.327272727,2.027272727,60.27142857,0,0,0,40.71428571,0,3.463636364,10.87142857,51,0.375,0,4.5625,6.9375,0,28,0,51,11.2,0.375,2.8125,65.8,0,0,0,31,0,4.5625,11.2
Greg Olsen,140.1,35.78723404,0.319148936,0.053191489,3.276595745,5.521276596,0,24.5,0,35.78723404,10.81666667,0.319148936,1.893617021,59.35,0,0,0,42.33333333,0,3.276595745,10.81666667,52.6875,0.3125,0,4.3125,6.5,0,27,0,52.6875,12.2,0.3125,2.75,66.3,0,0,0,47,0,4.3125,12.2
Greg Olsen,136.3,32.32051282,0.320512821,0.064102564,3.064102564,5.320512821,0,24,0,32.32051282,10.54,0.320512821,1.717948718,57.96,0,0,0,41.4,0,3.064102564,10.54,33.75,0.3125,0.0625,2.8125,5.5625,0,26,0,33.75,12,0.3125,1.6875,50.6,0,0,0,44,0,2.8125,12
Greg Olsen,95.5,31.9516129,0.322580645,0.064516129,3.129032258,5.258064516,0,23.5,0,31.9516129,10.175,0.322580645,1.725806452,59.8,0,0,0,40.75,0,3.129032258,10.175,25.25,0.3125,0.125,2.5625,4.375,0,25,0,25.25,9.9,0.3125,1.375,58.6,0,0,0,39,0,2.5625,9.9
Greg Olsen,77.4,34.2826087,0.326086957,0.043478261,3.326086957,5.565217391,0,23,0,34.2826087,10.26666667,0.326086957,1.847826087,60.2,0,0,0,41.33333333,0,3.326086957,10.26666667,38.25,0.5,0,3.75,6.75,0,24,0,38.25,10.2,0.5,2.0625,55.6,0,0,0,41,0,3.75,10.2
Greg Olsen,125.7,32.16666667,0.233333333,0.066666667,3.1,4.933333333,0,22.5,0,32.16666667,10.3,0.233333333,1.733333333,62.5,0,0,0,41.5,0,3.1,10.3,35.875,0.3125,0.125,3.375,5.125,0,23,0,35.875,10.6,0.3125,2.0625,65.9,0,0,0,52,0,3.375,10.6
Greg Olsen,99.9,27.92857143,0.142857143,0,2.785714286,4.714285714,0,22,0,27.92857143,10,0.142857143,1.357142857,59.1,0,0,0,31,0,2.785714286,10,27.92857143,0.142857143,0,2.785714286,4.714285714,0,22,0,27.92857143,10,0.142857143,1.357142857,59.1,0,0,0,31,0,2.785714286,10
Jordan Howard,194.5,92.19354839,0.516129032,0.096774194,1.677419355,2.64516129,17.03225806,22.5,78.5483871,13.64516129,7.85,0.032258065,0.516129032,64.95,0.483870968,4.451612903,61,23,4.65,18.70967742,4.95,77.9375,0.5625,0.0625,1.4375,2,17.25,23,70.125,7.8125,5.4,0,0.25,71.9,0.5625,4.0625,53,12,4.1,18.6875,4.2
Jordan Howard,215.2,107.4,0.466666667,0.133333333,1.933333333,3.333333333,16.8,22,87.53333333,19.86666667,10.3,0.066666667,0.8,58,0.4,4.866666667,69,34,5.2,18.73333333,5.7,107.4,0.466666667,0.133333333,1.933333333,3.333333333,16.8,22,87.53333333,19.86666667,10.3,0.066666667,0.8,58,0.4,4.866666667,69,34,5.2,18.73333333,5.7
Peyton Barber,155.8,25.41935484,0.129032258,0.064516129,0.677419355,0.806451613,5.258064516,22.5,20.83870968,4.580645161,6.35,0,0.161290323,83.75,0.129032258,1.129032258,39,22.5,4,5.935483871,4.25,33.5625,0.1875,0.125,1,1.1875,6.75,23,26.4375,7.125,7.1,0,0.25,84.2,0.1875,1.5625,34,34,3.9,7.75,4.3
Peyton Barber,97.2,16.73333333,0.066666667,0,0.333333333,0.4,3.666666667,22,14.86666667,1.866666667,5.6,0,0.066666667,83.3,0.066666667,0.666666667,44,11,4.1,4,4.2,16.73333333,0.066666667,0,0.333333333,0.4,3.666666667,22,14.86666667,1.866666667,5.6,0,0.066666667,83.3,0.066666667,0.666666667,44,11,4.1,4,4.2
Rex Burkhead,55.2,22.71153846,0.230769231,0.057692308,1.230769231,1.557692308,2.903846154,25,12.28846154,10.42307692,6.68,0.076923077,0.557692308,61,0.153846154,0.75,12,16.6,2.54,4.134615385,4.54,51.8,0.8,0.1,3,3.6,6.4,27,26.4,25.4,8.5,0.3,1.3,83.3,0.5,1.4,31,23,4.1,9.4,5.5
Rex Burkhead,116.3,15.78571429,0.095238095,0.047619048,0.80952381,1.071428571,2.071428571,24.5,8.928571429,6.857142857,6.225,0.023809524,0.380952381,55.425,0.071428571,0.595238095,7.25,15,2.15,2.880952381,4.3,30.5625,0.125,0.0625,1.0625,1.25,4.625,26,21.5,9.0625,8.5,0,0.5625,85,0.125,1.5,17,18,4.6,5.6875,5.4
Rex Burkhead,79.9,6.692307692,0.076923077,0.038461538,0.653846154,0.961538462,0.5,24,1.192307692,5.5,5.466666667,0.038461538,0.269230769,45.56666667,0.038461538,0.038461538,4,14,1.333333333,1.153846154,3.933333333,6.125,0.0625,0.0625,0.625,0.9375,0.25,25,0.25,5.875,9.4,0.0625,0.25,66.7,0,0,2,27,1,0.875,7
Rex Burkhead,27.3,7.6,0.1,0,0.7,1,0.9,23.5,2.7,4.9,3.5,0,0.3,35,0.1,0.1,5,7.5,1.5,1.6,2.4,8.444444444,0.111111111,0,0.777777778,1.111111111,1,24,3,5.444444444,7,0,0.333333333,70,0.111111111,0.111111111,10,15,3,1.777777778,4.8
Rex Burkhead,21.6,0,0,0,0,0,0,23,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,23,0,0,0,0,0,0,0,0,0,0,0,0,0
Kenny Stills,102.8,45.48101266,0.329113924,0.063291139,2.810126582,4.835443038,0.050632911,23,0.101265823,45.37974684,16.6,0.329113924,1.962025316,57.98,0,0,0.4,65.4,0.26,2.860759494,16.26,52.9375,0.375,0.25,3.625,6.5625,0,25,0,52.9375,14.6,0.375,2.25,55.2,0,0,0,61,0,3.625,14.6
Kenny Stills,130.7,43.58730159,0.317460317,0.015873016,2.603174603,4.396825397,0.063492063,22.5,0.126984127,43.46031746,17.1,0.317460317,1.888888889,58.675,0,0,0.5,66.5,0.325,2.666666667,16.675,45.375,0.5625,0,2.625,5.0625,0,24,0,45.375,17.3,0.5625,1.875,51.9,0,0,0,74,0,2.625,17.3
Kenny Stills,141.6,42.9787234,0.234042553,0.021276596,2.595744681,4.170212766,0.085106383,22,0.170212766,42.80851064,17.03333333,0.234042553,1.893617021,60.93333333,0,0,0.666666667,64,0.433333333,2.680851064,16.46666667,27.5,0.1875,0,1.6875,3.9375,0,23,0,27.5,16.3,0.1875,1.125,42.9,0,0,0,47,0,1.6875,16.3
Kenny Stills,71,50.96774194,0.258064516,0.032258065,3.064516129,4.290322581,0.129032258,21.5,0.258064516,50.70967742,17.4,0.258064516,2.290322581,69.95,0,0,1,72.5,0.65,3.193548387,16.55,61.93333333,0.2,0.066666667,4.2,5.533333333,0.066666667,22,-0.133333333,62.06666667,14.8,0.2,3.133333333,75.9,0,0,-2,69,-2,4.266666667,14.5
Kenny Stills,132.4,40.6875,0.3125,0,2,3.125,0.1875,21,0.625,40.0625,20,0.3125,1.5,64,0,0,4,76,3.3,2.1875,18.6,40.6875,0.3125,0,2,3.125,0.1875,21,0.625,40.0625,20,0.3125,1.5,64,0,0,4,76,3.3,2.1875,18.6
